"","survey","survey_year","survey_name","canonical_name","canonical_operator"
"262","SFMTA",2014,"31BX-Balboa B Express","31BX Balboa B Express","SF Muni"
"263","SFMTA",2014,"33-Ashbury/18th [ INBOUND ]","33 Ashbury 18th","SF Muni"
"264","SFMTA",2014,"33-Ashbury/18th [ OUTBOUND ]","33 Ashbury 18th","SF Muni"
"265","SFMTA",2014,"MUNI 33-Ashbury/18th","33 Ashbury 18th","SF Muni"
"266","SFMTA",2014,"33-Ashbury/18th","33 Ashbury 18th","SF Muni"
"267","SFMTA",2014,"35-Eureka [ INBOUND ]","35 Eureka","SF Muni"
"268","SFMTA",2014,"35-Eureka [ OUTBOUND ]","35 Eureka","SF Muni"
"269","SFMTA",2014,"MUNI 35-Eureka","35 Eureka","SF Muni"
"270","SFMTA",2014,"35-Eureka","35 Eureka","SF Muni"
"271","SFMTA",2014,"36-Teresita [ INBOUND ]","36 Teresita","SF Muni"
"272","SFMTA",2014,"36-Teresita [ OUTBOUND ]","36 Teresita","SF Muni"
"273","SFMTA",2014,"MUNI 36-Teresita","36 Teresita","SF Muni"
"274","SFMTA",2014,"36-Teresita","36 Teresita","SF Muni"
"275","SFMTA",2014,"37-Corbett [ INBOUND ]","37 Corbett","SF Muni"
"276","SFMTA",2014,"37-Corbett [ OUTBOUND ]","37 Corbett","SF Muni"
"277","SFMTA",2014,"MUNI 37-Corbett","37 Corbett","SF Muni"
"278","SFMTA",2014,"37-Corbett","37 Corbett","SF Muni"
"279","SFMTA",2014,"38-Geary [ INBOUND ]","38 Geary","SF Muni"
"280","SFMTA",2014,"38-Geary [ OUTBOUND ]","38 Geary","SF Muni"
"281","SFMTA",2014,"MUNI 38-Geary","38 Geary","SF Muni"
"282","SFMTA",2014,"38-Geary","38 Geary","SF Muni"
"283","SFMTA",2014,"38AX-Geary A Express [ INBOUND ]","38AX Geary A Express","SF Muni"
"284","SFMTA",2014,"38AX-Geary A Express [ OUTBOUND ]","38AX Geary A Express","SF Muni"
"285","SFMTA",2014,"MUNI 38AX-Geary A Express","38AX Geary A Express","SF Muni"
"286","SFMTA",2014,"38AX-Geary A Express","38AX Geary A Express","SF Muni"
"287","SFMTA",2014,"38BX-Geary B Express [ INBOUND ]","38BX Geary B Express","SF Muni"
"288","SFMTA",2014,"38BX-Geary B Express [ OUTBOUND ]","38BX Geary B Express","SF Muni"
"289","SFMTA",2014,"MUNI 38BX-Geary B Express","38BX Geary B Express","SF Muni"
"290","SFMTA",2014,"38BX-Geary B Express","38BX Geary B Express","SF Muni"
"291","SFMTA",2014,"38R-Geary Rapid [ INBOUND ]","38R Geary Rapid","SF Muni"
"292","SFMTA",2014,"38R-Geary Rapid [ OUTBOUND ]","38R Geary Rapid","SF Muni"
"293","SFMTA",2014,"MUNI 38R-Geary Rapid","38R Geary Rapid","SF Muni"
"294","SFMTA",2014,"38R-Geary Rapid","38R Geary Rapid","SF Muni"
"295","SFMTA",2014,"39-Coit [ INBOUND ]","39 Coit","SF Muni"
"296","SFMTA",2014,"39-Coit [ OUTBOUND ]","39 Coit","SF Muni"
"297","SFMTA",2014,"MUNI 39-Coit","39 Coit","SF Muni"
"298","SFMTA",2014,"39-Coit","39 Coit","SF Muni"
"299","SFMTA",2014,"41-Union [ INBOUND ]","41 Union","SF Muni"
"300","SFMTA",2014,"41-Union [ OUTBOUND ]","41 Union","SF Muni"
"301","SFMTA",2014,"MUNI 41-Union","41 Union","SF Muni"
"302","SFMTA",2014,"41-Union","41 Union","SF Muni"
"303","SFMTA",2014,"43-Masonic [ INBOUND ]","43 Masonic","SF Muni"
"304","SFMTA",2014,"43-Masonic [ OUTBOUND ]","43 Masonic","SF Muni"
"305","SFMTA",2014,"MUNI 43-Masonic","43 Masonic","SF Muni"
"306","SFMTA",2014,"43-Masonic","43 Masonic","SF Muni"
"307","SFMTA",2014,"44-OShaughnessy [ INBOUND ]","44 OShaughnessy","SF Muni"
"308","SFMTA",2014,"44-OShaughnessy [ OUTBOUND ]","44 OShaughnessy","SF Muni"
"309","SFMTA",2014,"MUNI 44-OShaughnessy","44 OShaughnessy","SF Muni"
"310","SFMTA",2014,"44-OShaughnessy","44 OShaughnessy","SF Muni"
"311","SFMTA",2014,"45-Union/Stockton [ INBOUND ]","45 Union Stockton","SF Muni"
"312","SFMTA",2014,"45-Union/Stockton [ OUTBOUND ]","45 Union Stockton","SF Muni"
"313","SFMTA",2014,"MUNI 45-Union/Stockton","45 Union Stockton","SF Muni"
"314","SFMTA",2014,"45-Union/Stockton","45 Union Stockton","SF Muni"
"315","SFMTA",2014,"47-Van Ness [ INBOUND ]","47 Van Ness","SF Muni"
"316","SFMTA",2014,"47-Van Ness [ OUTBOUND ]","47 Van Ness","SF Muni"
"317","SFMTA",2014,"MUNI 47-Van Ness","47 Van Ness","SF Muni"
"318","SFMTA",2014,"47-Van Ness","47 Van Ness","SF Muni"
"319","SFMTA",2014,"48-Quintara/24th Street [ INBOUND ]","48 Quintara 24th Street","SF Muni"
"320","SFMTA",2014,"48-Quintara/24th Street [ OUTBOUND ]","48 Quintara 24th Street","SF Muni"
"321","SFMTA",2014,"MUNI 48-Quintara/24th Street","48 Quintara 24th Street","SF Muni"
"322","SFMTA",2014,"48-Quintara/24th Street","48 Quintara 24th Street","SF Muni"
"323","SFMTA",2014,"49-Van Ness/Mission [ INBOUND ]","49 Van Ness Mission","SF Muni"
"324","SFMTA",2014,"49-Van Ness/Mission [ OUTBOUND ]","49 Van Ness Mission","SF Muni"
"325","SFMTA",2014,"MUNI 49-Van Ness/Mission","49 Van Ness Mission","SF Muni"
"326","SFMTA",2014,"49-Van Ness/Mission","49 Van Ness Mission","SF Muni"
"327","SFMTA",2014,"5-Fulton [ INBOUND ]","5 Fulton","SF Muni"
"328","SFMTA",2014,"5-Fulton [ OUTBOUND ]","5 Fulton","SF Muni"
"329","SFMTA",2014,"MUNI 5-Fulton","5 Fulton","SF Muni"
"330","SFMTA",2014,"5-Fulton","5 Fulton","SF Muni"
"331","SFMTA",2014,"52-Excelsior [ INBOUND ]","52 Excelsior","SF Muni"
"332","SFMTA",2014,"52-Excelsior [ OUTBOUND ]","52 Excelsior","SF Muni"
"333","SFMTA",2014,"MUNI 52-Excelsior","52 Excelsior","SF Muni"
"334","SFMTA",2014,"52-Excelsior","52 Excelsior","SF Muni"
"335","SFMTA",2014,"54-Felton [ INBOUND ]","54 Felton","SF Muni"
"336","SFMTA",2014,"54-Felton [ OUTBOUND ]","54 Felton","SF Muni"
"337","SFMTA",2014,"MUNI 54-Felton","54 Felton","SF Muni"
"338","SFMTA",2014,"54-Felton","54 Felton","SF Muni"
"339","SFMTA",2014,"55-16th Street [ INBOUND ]","55 16th Street","SF Muni"
"340","SFMTA",2014,"55-16th Street [ OUTBOUND ]","55 16th Street","SF Muni"
"341","SFMTA",2014,"MUNI 55-16th Street","55 16th Street","SF Muni"
"342","SFMTA",2014,"55-16th Street","55 16th Street","SF Muni"
"343","SFMTA",2014,"56-Rutland [ INBOUND ]","56 Rutland","SF Muni"
"344","SFMTA",2014,"56-Rutland [ OUTBOUND ]","56 Rutland","SF Muni"
"345","SFMTA",2014,"MUNI 56-Rutland","56 Rutland","SF Muni"
"346","SFMTA",2014,"56-Rutland","56 Rutland","SF Muni"
"347","SFMTA",2014,"57-Parkmerced [ INBOUND ]","57 Parkmerced","SF Muni"
"348","SFMTA",2014,"57-Parkmerced [ OUTBOUND ]","57 Parkmerced","SF Muni"
"349","SFMTA",2014,"MUNI 57-Parkmerced","57 Parkmerced","SF Muni"
"350","SFMTA",2014,"57-Parkmerced","57 Parkmerced","SF Muni"
"351","SFMTA",2014,"5R-Fulton Rapid [ INBOUND ]","5R Fulton Rapid","SF Muni"
"352","SFMTA",2014,"5R-Fulton Rapid [ OUTBOUND ]","5R Fulton Rapid","SF Muni"
"353","SFMTA",2014,"MUNI 5R-Fulton Rapid","5R Fulton Rapid","SF Muni"
"354","SFMTA",2014,"5R-Fulton Rapid","5R Fulton Rapid","SF Muni"
"355","SFMTA",2014,"6-Haight/Parnassus [ INBOUND ]","6 Haight Parnassus","SF Muni"
"356","SFMTA",2014,"6-Haight/Parnassus [ OUTBOUND ]","6 Haight Parnassus","SF Muni"
"357","SFMTA",2014,"MUNI 6-Haight/Parnassus","6 Haight Parnassus","SF Muni"
"358","SFMTA",2014,"6-Haight/Parnassus","6 Haight Parnassus","SF Muni"
"359","SFMTA",2014,"66-Quintara [ INBOUND ]","66 Quintara","SF Muni"
"360","SFMTA",2014,"66-Quintara [ OUTBOUND ]","66 Quintara","SF Muni"
"361","SFMTA",2014,"MUNI 66-Quintara","66 Quintara","SF Muni"
"362","SFMTA",2014,"66-Quintara","66 Quintara","SF Muni"
"363","SFMTA",2014,"67-Bernal Heights [ INBOUND ]","67 Bernal Heights","SF Muni"
"364","SFMTA",2014,"67-Bernal Heights [ OUTBOUND ]","67 Bernal Heights","SF Muni"
"365","SFMTA",2014,"MUNI 67-Bernal Heights","67 Bernal Heights","SF Muni"
"366","SFMTA",2014,"67-Bernal Heights","67 Bernal Heights","SF Muni"
"367","SFMTA",2014,"7-Haight/Noriega [ INBOUND ]","7 Haight Noriega","SF Muni"
"368","SFMTA",2014,"7-Haight/Noriega [ OUTBOUND ]","7 Haight Noriega","SF Muni"
"369","SFMTA",2014,"MUNI 7-Haight/Noriega","7 Haight Noriega","SF Muni"
"370","SFMTA",2014,"7-Haight/Noriega","7 Haight Noriega","SF Muni"
"371","SFMTA",2014,"76X-Marin Headlands Express [ INBOUND ]","76X Marin Headlands Express","SF Muni"
"372","SFMTA",2014,"76X-Marin Headlands Express [ OUTBOUND ]","76X Marin Headlands Express","SF Muni"
"373","SFMTA",2014,"MUNI 76X-Marin Headlands Express","76X Marin Headlands Express","SF Muni"
"374","SFMTA",2014,"7R-Haight/Noriega Rapid [ INBOUND ]","7R Haight Noriega Rapid","SF Muni"
"375","SFMTA",2014,"7R-Haight/Noriega Rapid [ OUTBOUND ]","7R Haight Noriega Rapid","SF Muni"
"376","SFMTA",2014,"MUNI 7R-Haight/Noriega Rapid","7R Haight Noriega Rapid","SF Muni"
"377","SFMTA",2014,"7R-Haight/Noriega Rapid","7R Haight Noriega Rapid","SF Muni"
"378","SFMTA",2014,"7X-Noriega Express [ INBOUND ]","7X Noriega Express","SF Muni"
"379","SFMTA",2014,"7X-Noriega Express [ OUTBOUND ]","7X Noriega Express","SF Muni"
"380","SFMTA",2014,"MUNI 7X-Noriega Express","7X Noriega Express","SF Muni"
"381","SFMTA",2014,"7X-Noriega Express","7X Noriega Express","SF Muni"
"382","SFMTA",2014,"8-Bayshore [ INBOUND ]","8 Bayshore","SF Muni"
"383","SFMTA",2014,"8-Bayshore [ OUTBOUND ]","8 Bayshore","SF Muni"
"384","SFMTA",2014,"MUNI 8-Bayshore","8 Bayshore","SF Muni"
"385","SFMTA",2014,"8-Bayshore","8 Bayshore","SF Muni"
"386","SFMTA",2014,"82X-Levi Plaza Express [ INBOUND ]","82X Levi Plaza Express","SF Muni"
"387","SFMTA",2014,"82X-Levi Plaza Express [ OUTBOUND ]","82X Levi Plaza Express","SF Muni"
"388","SFMTA",2014,"MUNI 82X-Levi Plaza Express","82X Levi Plaza Express","SF Muni"
"389","SFMTA",2014,"82X-Levi Plaza Express","82X Levi Plaza Express","SF Muni"
"390","SFMTA",2014,"83X-Mid-Market Express [ INBOUND ]","83X Mid Market Express","SF Muni"
"391","SFMTA",2014,"83X-Mid-Market Express [ OUTBOUND ]","83X Mid Market Express","SF Muni"
"392","SFMTA",2014,"MUNI 83X-Mid-Market Express","83X Mid Market Express","SF Muni"
"393","SFMTA",2014,"83X-Mid-Market Express","83X Mid Market Express","SF Muni"
"394","SFMTA",2014,"88-BART Shuttle [ INBOUND ]","88 BART Shuttle","SF Muni"
"395","SFMTA",2014,"88-BART Shuttle [ OUTBOUND ]","88 BART Shuttle","SF Muni"
"396","SFMTA",2014,"88-BART Shuttle","88 BART Shuttle","SF Muni"
"397","SFMTA",2014,"8AX-Bayshore A Express [ INBOUND ]","8AX Bayshore A Express","SF Muni"
"398","SFMTA",2014,"8AX-Bayshore A Express [ OUTBOUND ]","8AX Bayshore A Express","SF Muni"
"399","SFMTA",2014,"MUNI 8AX-Bayshore A Express","8AX Bayshore A Express","SF Muni"
"400","SFMTA",2014,"8AX-Bayshore A Express","8AX Bayshore A Express","SF Muni"
"401","SFMTA",2014,"8BX-Bayshore B Express [ INBOUND ]","8BX Bayshore B Express","SF Muni"
"402","SFMTA",2014,"8BX-Bayshore B Express [ OUTBOUND ]","8BX Bayshore B Express","SF Muni"
"403","SFMTA",2014,"MUNI 8BX-Bayshore B Express","8BX Bayshore B Express","SF Muni"
"404","SFMTA",2014,"8BX-Bayshore B Express","8BX Bayshore B Express","SF Muni"
"405","SFMTA",2014,"9-San Bruno [ INBOUND ]","9 San Bruno","SF Muni"
"406","SFMTA",2014,"9-San Bruno [ OUTBOUND ]","9 San Bruno","SF Muni"
"407","SFMTA",2014,"MUNI 9-San Bruno","9 San Bruno","SF Muni"
"408","SFMTA",2014,"9-San Bruno","9 San Bruno","SF Muni"
"409","SFMTA",2014,"90-San Bruno Owl [ INBOUND ]","90 San Bruno Owl","SF Muni"
"410","SFMTA",2014,"90-San Bruno Owl [ OUTBOUND ]","90 San Bruno Owl","SF Muni"
"411","SFMTA",2014,"MUNI 90-San Bruno Owl","90 San Bruno Owl","SF Muni"
"412","SFMTA",2014,"90-San Bruno Owl","90 San Bruno Owl","SF Muni"
"413","SFMTA",2014,"91-Owl [ INBOUND ]","91 Owl","SF Muni"
"414","SFMTA",2014,"91-Owl [ OUTBOUND ]","91 Owl","SF Muni"
"415","SFMTA",2014,"MUNI 91-Owl","91 Owl","SF Muni"
"416","SFMTA",2014,"91-Owl","91 Owl","SF Muni"
"417","SFMTA",2014,"9R-San Bruno Rapid [ INBOUND ]","9R San Bruno Rapid","SF Muni"
"418","SFMTA",2014,"9R-San Bruno Rapid [ OUTBOUND ]","9R San Bruno Rapid","SF Muni"
"419","SFMTA",2014,"MUNI 9R-San Bruno Rapid","9R San Bruno Rapid","SF Muni"
"420","SFMTA",2014,"9R-San Bruno Rapid","9R San Bruno Rapid","SF Muni"
"421","SFMTA",2014,"California Cable Car [ INBOUND ]","California Cable Car","SF Muni"
"422","SFMTA",2014,"California Cable Car [ OUTBOUND ]","California Cable Car","SF Muni"
"423","SFMTA",2014,"MUNI California Cable Car","California Cable Car","SF Muni"
"424","SFMTA",2014,"E-Embarcadero [ INBOUND ]","E Embarcadero","SF Muni"
"425","SFMTA",2014,"E-Embarcadero [ OUTBOUND ]","E Embarcadero","SF Muni"
"426","SFMTA",2014,"MUNI E-Embarcadero","E Embarcadero","SF Muni"
"427","SFMTA",2014,"E-Embarcadero","E Embarcadero","SF Muni"
"428","SFMTA",2014,"F-Market & Wharves [ INBOUND ]","F Market & Wharves","SF Muni"
"429","SFMTA",2014,"F-Market & Wharves [ OUTBOUND ]","F Market & Wharves","SF Muni"
"430","SFMTA",2014,"MUNI F-Market & Wharves","F Market & Wharves","SF Muni"
"431","SFMTA",2014,"F-Market & Wharves","F Market & Wharves","SF Muni"
"432","SFMTA",2014,"J-Church [ INBOUND ]","J Church","SF Muni"
"433","SFMTA",2014,"J-Church [ OUTBOUND ]","J Church","SF Muni"
"434","SFMTA",2014,"MUNI J-Church","J Church","SF Muni"
"435","SFMTA",2014,"J-Church","J Church","SF Muni"
"436","SFMTA",2014,"MUNI K OWL","K OWL","SF Muni"
"437","SFMTA",2014,"KT-Ingleside/Third Street [ INBOUND ]","KT Ingleside Third Street","SF Muni"
"438","SFMTA",2014,"KT-Ingleside/Third Street [ OUTBOUND ]","KT Ingleside Third Street","SF Muni"
"439","SFMTA",2014,"MUNI KT-Ingleside/Third Street","KT Ingleside Third Street","SF Muni"
"440","SFMTA",2014,"KT-Ingleside/Third Street","KT Ingleside Third Street","SF Muni"
"441","SFMTA",2014,"MUNI L OWL","L OWL","SF Muni"
"442","SFMTA",2014,"L-Taraval [ INBOUND ]","L Taraval","SF Muni"
"443","SFMTA",2014,"L-Taraval [ OUTBOUND ]","L Taraval","SF Muni"
"444","SFMTA",2014,"MUNI L-Taraval","L Taraval","SF Muni"
"445","SFMTA",2014,"L-Taraval","L Taraval","SF Muni"
"446","SFMTA",2014,"M-Ocean View [ INBOUND ]","M Ocean View","SF Muni"
"447","SFMTA",2014,"M-Ocean View [ OUTBOUND ]","M Ocean View","SF Muni"
"448","SFMTA",2014,"MUNI M-Ocean View","M Ocean View","SF Muni"
"449","SFMTA",2014,"M-Ocean View","M Ocean View","SF Muni"
"450","SFMTA",2014,"N-Judah [ INBOUND ]","N Judah","SF Muni"
"451","SFMTA",2014,"N-Judah [ OUTBOUND ]","N Judah","SF Muni"
"452","SFMTA",2014,"MUNI N-Judah","N Judah","SF Muni"
"453","SFMTA",2014,"N-Judah","N Judah","SF Muni"
"454","SFMTA",2014,"MUNI N OWL","N OWL","SF Muni"
"455","SFMTA",2014,"NX-N Express [ INBOUND ]","NX N Express","SF Muni"
"456","SFMTA",2014,"NX-N Express [ OUTBOUND ]","NX N Express","SF Muni"
"457","SFMTA",2014,"MUNI NX-N Express","NX N Express","SF Muni"
"458","SFMTA",2014,"NX-N Express","NX N Express","SF Muni"
"459","SFMTA",2014,"Powell/Hyde Cable Car [ INBOUND ]","Powell Hyde Cable Car","SF Muni"
"460","SFMTA",2014,"Powell/Hyde Cable Car [ OUTBOUND ]","Powell Hyde Cable Car","SF Muni"
"461","SFMTA",2014,"MUNI Powell/Hyde Cable Car","Powell Hyde Cable Car","SF Muni"
"462","SFMTA",2014,"POWELL-MASON","POWELL MASON","SF Muni"
"463","SFMTA",2014,"Powell/Mason Cable Car [ INBOUND ]","Powell Mason Cable Car","SF Muni"
"464","SFMTA",2014,"Powell/Mason Cable Car [ OUTBOUND ]","Powell Mason Cable Car","SF Muni"
"465","SFMTA",2014,"MUNI Powell/Mason Cable Car","Powell Mason Cable Car","SF Muni"
"466","SFMTA",2014,"MUNI S Light Rail: Castro Shuttle - Metro","S Light Rail: Castro Shuttle   Metro","SF Muni"
"467","SFMTA",2014,"MUNI T OWL","T OWL","SF Muni"
"468","SFMTA",2014,"San Francisco State (SFSU) Shuttle (Daly City)","San Francisco State (SFSU) Shuttle (Daly City)","SFSU"
"469","SFMTA",2014,"SolTrans 4 Tuolumne St / Vallejo Transit Center","4 Tuolumne St / Vallejo Transit Center","SolTrans"
"470","SFMTA",2014,"SolTrans 7 Target Shopping Center/Vallejo Transit Center","7 Target Shopping Center/Vallejo Transit Center","SolTrans"
"471","SFMTA",2014,"SolTrans 80 Vallejo/El Cerrito Del Norte BART","80 Vallejo/El Cerrito Del Norte BART","SolTrans"
"472","SFMTA",2014,"Stanford Marguerite Shuttle Bohannon","Stanford Marguerite Shuttle Bohannon","Stanford"
"473","SFMTA",2014,"Stanford Marguerite Shuttle Line P","Stanford Marguerite Shuttle Line P","Stanford"
"474","SFMTA",2014,"Stanford Marguerite Shuttle Line S","Stanford Marguerite Shuttle Line S","Stanford"
"475","SFMTA",2014,"Stanford Marguerite Shuttle Line X (Counter-Clockwise)","Stanford Marguerite Shuttle Line X (Counter-Clockwise)","Stanford"
"476","SFMTA",2014,"Stanford Marguerite Shuttle Line Y (Clockwise)","Stanford Marguerite Shuttle Line Y (Clockwise)","Stanford"
"477","SFMTA",2014,"Stanford Marguerite Shuttle Research Park","Stanford Marguerite Shuttle Research Park","Stanford"
"478","SFMTA",2014,"Tri Delta 300 Pittsburg BART / Brentwood Park & Ride","300 Pittsburg BART / Brentwood Park & Ride","Tri Delta"
"479","SFMTA",2014,"Tri Delta 380 Pittsburg BART / Antioch","380 Pittsburg BART / Antioch","Tri Delta"
"480","SFMTA",2014,"Tri Delta 388 Pittsburg BART / Hillcrest Park & Ride","388 Pittsburg BART / Hillcrest Park & Ride","Tri Delta"
"481","SFMTA",2014,"Tri Delta 391 Pittsburg BART / Brentwood Park & Ride","391 Pittsburg BART / Brentwood Park & Ride","Tri Delta"
"482","SFMTA",2014,"UCSF Shuttle - Mission Bay, Parnassus (16th St)","UCSF Shuttle - Mission Bay, Parnassus (16th St)","UCSF"
"483","SFMTA",2014,"Union City 1 Alvarado-Niles: Union City Blvd / Dyer","1 Alvarado-Niles: Union City Blvd / Dyer","Union City"
"484","SFMTA",2014,"Union City 2 Whipple","2 Whipple","Union City"
"485","SFMTA",2014,"VTA 180 FREMONT BART - SAN JOSE DIRIDON STA","180 FREMONT BART - SAN JOSE DIRIDON STA","VTA"
"486","SFMTA",2014,"VTA 181 SAN JOSE DIRIDON - FREMONT BART","181 SAN JOSE DIRIDON - FREMONT BART","VTA"
"487","SFMTA",2014,"VTA 201 DASH Downtown Area Shuttle","201 DOWNTOWN AREA SHUTTLE (DASH)","VTA"
"488","SFMTA",2014,"VTA 22 EASTRIDGE - PALO ALTO/MENLO PARK","22 EASTRIDGE - PALO ALTO/MENLO PARK","VTA"
"489","SFMTA",2014,"VTA 32 STA CLARA CTRN -SN ANTONIO SHOP CTR","32 STA CLARA CTRN -SN ANTONIO SHOP CTR","VTA"
"490","SFMTA",2014,"VTA 40 LA AVENIDA - SN ANTONIO SHOP CTR","40 LA AVENIDA - SN ANTONIO SHOP CTR","VTA"
"491","SFMTA",2014,"VTA 522 EASTRIDGE - PALO ALTO","522 EASTRIDGE - PALO ALTO","VTA"
"492","SFMTA",2014,"VTA 55 DE ANZA COLLEGE - GREAT AMERICA","55 DE ANZA COLLEGE - GREAT AMERICA","VTA"
"493","SFMTA",2014,"VTA 60 WINCHESTER LRT - GT AMERICA","60 WINCHESTER LRT - GT AMERICA","VTA"
"494","SFMTA",2014,"VTA 64 ALMADEN LRT - MCKEE & WHITE","64 ALMADEN LRT - MCKEE & WHITE","VTA"
"495","SFMTA",2014,"VTA 65 KOOSER & MERIDIAN - DOWNTOWN S.J.","65 KOOSER & MERIDIAN - DOWNTOWN S.J.","VTA"
"496","SFMTA",2014,"VTA 70 CAPITOL LRT STN - GREAT MALL/MAIN","70 CAPITOL LRT STN - GREAT MALL/MAIN","VTA"
"497","SFMTA",2014,"VTA 89 CALIFORNIA AVE CTRN-VETS HOSPITAL","89 CALIFORNIA AVE CTRN-VETS HOSPITAL","VTA"
"498","SFMTA",2014,"VTA 900 Light Rail","900 Light Rail","VTA"
"499","SFMTA",2014,"VTA 901 Light Rail","901 Light Rail","VTA"
"500","SFMTA",2014,"VTA 902 Light Rail","902 Light Rail","VTA"
"501","SFMTA",2014,"WestCAT 12 Local - Hercules Trees and Flowers: Loop","12 Local - Hercules Trees and Flowers: Loop","WestCAT"
"502","SFMTA",2014,"WestCAT 15 Local - Viewpointe to Hercules Transit Center.","15 Local - Viewpointe to Hercules Transit Center.","WestCAT"
"503","SFMTA",2014,"WestCAT JL Express - Del Norte BART/Hilltop Shopping Center","JL Express - Del Norte BART/Hilltop Shopping Center","WestCAT"
"504","SFMTA",2014,"WestCAT JPX Express - Del Norte BART to Hercules Transit Center","JPX Express - Del Norte BART to Hercules Transit Center","WestCAT"
"505","SFMTA",2014,"WestCAT JX Express - Del Norte BART to Hercules Transit Center","JX Express - Del Norte BART to Hercules Transit Center","WestCAT"
"506","SFMTA",2014,"Lynx","Lynx","WestCAT"
"507","SFMTA",2014,"WestCAT LYNX Transbay Hercules to San Francisco Transbay Terminal","LYNX Transbay Hercules to San Francisco Transbay Terminal","WestCAT"
"508","BART",2015,"Muni Route 38 Geary","38 Geary","SF Muni"
"509","BART",2015,"Muni Route 23 Monterey","23 Monterey","SF Muni"
"510","BART",2015,"Muni Route 44 Oshaughnessy","44 OShaughnessy","SF Muni"
"511","BART",2015,"AC Transit Route 51B Rockridge BART to Berkeley Amtrak","51B Rockridge BART to Berkeley Amtrak","AC Transit"
"512","BART",2015,"Muni Route 52 Excelsior","52 Excelsior","SF Muni"
"513","BART",2015,"Muni Route 21 Hayes","21 Hayes","SF Muni"
"514","BART",2015,"Muni Route 48 Quintara-24th Street","48 Quintara 24th Street","SF Muni"
"515","BART",2015,"Muni J Light Rail: Church - Metro","J Church","SF Muni"
"516","BART",2015,"Muni KT Light Rail: Ingleside/Third Street - Metro","KT Ingleside Third Street","SF Muni"
"517","BART",2015,"Muni M Light Rail: Ocean View - Metro","M Ocean View","SF Muni"
"518","BART",2015,"Muni Route 14 Mission","14 Mission","SF Muni"
"519","BART",2015,"Muni Route 19 Polk","19 Polk","SF Muni"
"520","BART",2015,"Muni N Light Rail: Judah - Metro","N Judah","SF Muni"
"521","BART",2015,"Muni Route 7 Haight/Noriega","7 Haight Noriega","SF Muni"
"522","BART",2015,"AC Transit Route 26 Emery Bay Public Market to Lakeshore Ave.","26 Emery Bay Public Market to Lakeshore Ave.","Emeryville MTA"
"523","BART",2015,"Muni Route 22 Fillmore","22 Fillmore","SF Muni"
"524","BART",2015,"Muni Route 30 Stockton","30 Stockton","SF Muni"
"525","BART",2015,"Muni L Light Rail: Taraval - Metro","L Taraval","SF Muni"
"526","BART",2015,"AC Transit Route 97 Bay Fair BART to Union City BART","97 Bay Fair BART to Union City BART","Union City"
"527","BART",2015,"Muni Route 5 Fulton","5 Fulton","SF Muni"
"528","BART",2015,"Agency provided, but route not spec; or illogical transit provided","Agency provided, but route not spec; or illogical transit provided","Missing"
"529","BART",2015,"Muni Route 37 Corbett","37 Corbett","SF Muni"
"530","BART",2015,"Muni Route 8X Bayshore Express","8X Bayshore Express","SF Muni"
"531","BART",2015,"Muni Route 14L Mission Limited","14L Mission Limited","SF Muni"
"532","BART",2015,"Golden Gate Transit Route 18 College of Marin - San Francisco","18 College of Marin - San Francisco","Golden Gate Transit"
"533","BART",2015,"SamTrans Route 131","131","SamTrans"
"534","BART",2015,"Muni Route 36 Teresita","36 Teresita","SF Muni"
"535","BART",2015,"Muni Route 49 Van Ness/Mission","49 Van Ness Mission","SF Muni"
"536","BART",2015,"Muni F Light Rail: Market & Wharves - Historic Streetcar","F Market & Wharves","SF Muni"
"537","BART",2015,"Muni Route 28 19th Avenue","28 19th Avenue","SF Muni"
"538","BART",2015,"AC Transit Route F UC Campus Berkeley","F UC Campus Berkeley","AC Transit"
"539","BART",2015,"Muni Route 33 Ashbury-18th","33 Ashbury 18th","SF Muni"
"540","BART",2015,"Genentech Shuttle (Glen Park, others)","Genentech Shuttle (Glen Park, others)","Caltrain"
"541","BART",2015,"Muni Route 67 Bernal Heights","67 Bernal Heights","SF Muni"
"542","BART",2015,"AC Transit Route 51A Rockridge BART to Fruitvale BART","51A Rockridge BART to Fruitvale BART","AC Transit"
"543","BART",2015,"AC Transit Route 49 Rockridge BART to Berkeley BART","49 Rockridge BART to Berkeley BART","AC Transit"
"544","BART",2015,"Muni Route 38L Geary Limited","38L Geary Limited","SF Muni"
"545","BART",2015,"AC Transit Route 57 Emeryville to Foothill Square Oakland","57 Emeryville to Foothill Square Oakland","Emeryville MTA"
"546","BART",2015,"Caltrain (unspecified)","Caltrain","Caltrain"
"547","BART",2015,"Muni Route 31 Balboa","31 Balboa","SF Muni"
"548","BART",2015,"Muni Route 8AX Bayshore A Express","8AX Bayshore A Express","SF Muni"
"549","BART",2015,"Muni Route 10 Townsend","10 Townsend","SF Muni"
"550","BART",2015,"AirTrain (SF Airport)","AirTrain (SF Airport)","AirTrain"
"551","BART",2015,"Muni Route 1 California","1 California","SF Muni"
"552","BART",2015,"Muni Route 7R Haight/Noriega Rapid","7R Haight Noriega Rapid","SF Muni"
"553","BART",2015,"SamTrans Route 122  South San Francisco BART  Stonestown","122 South San Francisco BART Stonestown","SamTrans"
"554","BART",2015,"Muni Route 43 Masonic","43 Masonic","SF Muni"
