ID,DATE,WEEKDAY_OR_WEEKEND,ROUTE_SURVEYED_CODE,ROUTE_SURVEYED,DIRECTION,ORIGIN_PLACE_TYPE_CODE,ORIGIN_PLACE_TYPE,ORIGIN_NAME,ACCESS_MODE_CODE,ACCESS_MODE,DESTINATION_PLACE_TYPE_CODE,DESTINATION_PLACE_TYPE,EGRESS_MODE_CODE,EGRESS_MODE,LAST_LEFT_HOME_CODE,LAST_LEFT_HOME,RETURN_HOME_CODE,RETURN_HOME,PAY_MODE_CODE,PAY_MODE,FARE_TYPE_CODE,FARE_TYPE,EMPLOYMENT_STATUS_CODE,EMPLOYMENT_STATUS,WORK_BEFORE_TRIP_CODE,WORK_BEFORE_TRIP,WORK_AFTER_TRIP_CODE,WORK_AFTER_TRIP,STUDENT_STATUS_CODE,STUDENT_STATUS,BEEN_2SCHOOL_TODAY_CODE,BEEN_2SCHOOL_TODAY,WILL_GO2SCHOOL_TODAY_CODE,WILL_GO2SCHOOL_TODAY,PPL_IN_HH_CODE,PPL_IN_HH,EMPLYD_IN_HH_CODE,EMPLYD_IN_HH,VEH_IN_HH_CODE,VEH_IN_HH,HAVE_DRIVERS_LIC_CODE,HAVE_DRIVERS_LIC,YEAR_BORN,HISP_LATINO_SPANISH_CODE,HISP_LATINO_SPANISH,RACE_AMERICANINDIAN_ALASKANNATIVE,RACE_ASIAN,RACE_BLACK_AFRICANAM,RACE_NATHAWAIIAN_PACISLAND,RACE_WHITE,RACE_OR_ETHNICITY_OTHER,LANG_OTHER_THAN_ENG_CODE,LANG_OTHER_THAN_ENG,OTHER_LANG_CODE,OTHER_LANG,ENGLISH_FLUENCY_CODE,ENGLISH_FLUENCY,HH_INCOME_CODE,HH_INCOME,GENDER_CODE,GENDER,TIME_BOARDED_CODE,TIME_BOARDED,TIME_PERIOD_CODE,TIME_PERIOD,UNLINKED_WGHT_FCTR_NAME,UNLINKED_WGHT_FCTR,TOTAL_TRANSFERS,LINKED_TRIP_FACTOR,,
1086,05/14/14,Weekday,11S,11 N Vallejo/Redwood PNR [Southbound],S,2,Work,DIAGEO CHATEAU & ESTATE WINES,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,7,Get picked up by someone,4,7 - 8 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A1,1,1,1,0,None,Y,Yes,1981,N,No,No,No,No,No,No,Indian,N,No,,,,,4,"$35,000-$39,999",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,11S_PM1,8.502415459,0,1,,
1087,05/14/14,Weekday,02LP,2 Outlets/Old Sonoma/Laurel [Loop],LP,5,School (K-12 student only),NAPA HIGH SCHOOL CAMPUS,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,13,4 - 5 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,Y,Yes,N,No,A4,4,3,3,2,2,N,No,1996,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,1,Very well,8,"$75,000-$99,999",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,02LP_PM1,10.46376812,1,0.5,,
1089,05/14/14,Weekday,04LP,4 Shetler/South Napa Marketplace [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),8,Dining / coffee,1,Walk all the way (includes skateboard / non-motorized scooter),13,4 - 5 p.m.,17,8 - 9 p.m.,4,31 - Day Pass,3,Student,N,No,N,No,N,No,Y,Yes,N,No,N,No,A4,4,2,2,2,2,Y,Yes,1989,Y,Yes,No,No,No,Yes,Yes,,Y,Yes,143,Spanish,1,Very well,4,"$35,000-$39,999",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,04LP_PM1,3.347826087,1,0.5,,
1090,05/14/14,Weekday,10N,10 NVC/Calistoga [Northbound],N,4,College or university (student only),LE MELANGE ACADEMY,7,Was dropped off by someone,1,Your Home,6,Drive or ride with others / carpool,7,10 - 11 a.m.,15,6 - 7 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,Y,Yes,Y,Yes,N,No,A5,5,4,4,2,2,Y,Yes,1991,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,1,Very well,6,"$50,000-$59,999",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,10N_PM1,8.77173913,0,1,,
1093,05/14/14,Weekday,10N,10 NVC/Calistoga [Northbound],N,6,Shopping,TARGET,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,15,6 - 7 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,N,No,N,No,N,No,N,No,A1,1,1,1,1,1,Y,Yes,1963,N,No,No,No,No,No,Yes,,N,No,,,,,7,"$60,000-$74,999",2,Female,13,5 - 5:59 p.m.,PM1,PM PEAK,10N_PM1,8.77173913,0,1,,
1094,05/14/14,Weekday,10N,10 NVC/Calistoga [Northbound],N,1,Your Home,HOME,5,Drove alone and parked,2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,,,,,,,N,No,N,No,A4,4,2,2,2,2,Y,Yes,1958,N,No,No,No,No,No,Yes,,N,No,,,,,10,"$150,000 or more",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,10N_AM2,8.683229814,0,1,,
1095,05/14/14,Weekday,10N,10 NVC/Calistoga [Northbound],N,10,Social or recreational,SOCIAL VISIT,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,6,9 - 10 a.m.,1,Cash Fare,1,Adult,Y,Yes,,,,,,,N,No,N,No,A4,4,1,1,0,None,Y,Yes,1967,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,1,Very well,2,"$10,000-$24,999",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,10N_AM2,8.683229814,0,1,,
1096,05/14/14,Weekday,11N,11 N Vallejo/Redwood PNR [Northbound],N,2,Work,GIBSON DUNN & CRUTCHER,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),15,6 - 7 p.m.,17,8 - 9 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A1,1,1,1,1,1,Y,Yes,1953,N,No,No,Yes,No,No,No,,N,No,,,,,9,"$100,000-$149,999",1,Male,15,7 - 7:59 p.m.,PM2,LATE PM,11N_PM2,5.304347826,2,0.333333333,,
1098,05/14/14,Weekday,10S,10 NVC/Calistoga [Southbound],S,2,Work,W F GIUGNI & SON GROCERY CO,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,15,6 - 7 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A2,2,2,2,1,1,N,No,1992,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,1,Very well,2,"$10,000-$24,999",2,Female,13,5 - 5:59 p.m.,PM1,PM PEAK,10S_PM1,9.753623188,1,0.5,,
1100,05/15/14,Weekday,08N,8 Downtown/Redwood PNR [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),3,6 - 7 a.m.,12,3 - 4 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A5,5,1,1,2,2,N,No,1995,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,2,Well,2,"$10,000-$24,999",2,Female,2,6 - 6:59 a.m.,AM2,AM PEAK,08N_AM2,9.086956522,2,0.333333333,,
1102,05/15/14,Weekday,01LP,1 Browns Valley [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,11,2 - 3 p.m.,4,31 - Day Pass,1,Adult,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A4,4,3,3,2,2,N,No,1999,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,1,Very well,1,"Less than $10,000",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,01LP_AM2,6.391304348,1,0.5,,
1103,05/15/14,Weekday,08N,8 Downtown/Redwood PNR [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,13,4 - 5 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A3,3,2,2,2,2,N,No,1996,N,No,No,No,No,No,Yes,,N,No,,,,,2,"$10,000-$24,999",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,08N_AM2,9.086956522,1,0.5,,
1104,05/15/14,Weekday,08N,8 Downtown/Redwood PNR [Northbound],N,1,Your Home,HOME,7,Was dropped off by someone,5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,13,4 - 5 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A4,4,2,2,3,3,N,No,1995,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,1,Very well,88,I don't know,1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,08N_AM2,9.086956522,1,0.5,,
1105,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,12,3 - 4 p.m.,3,20 - Ride Pass,1,Adult,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A2,2,0,None,0,None,Y,Yes,1983,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,1,Very well,1,"Less than $10,000",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,03LP_AM2,6.366459627,1,0.5,,
1106,05/15/14,Weekday,08S,8 Downtown/Redwood PNR [Southbound],S,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,12,3 - 4 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A4,4,2,2,1,1,N,No,1999,N,No,No,Yes,No,No,No,,Y,Yes,503,TAGALOG,1,Very well,2,"$10,000-$24,999",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,08S_AM2,4.315217391,0,1,,
1107,05/15/14,Weekday,01LP,1 Browns Valley [Loop],LP,10,Social or recreational,FRIEND'S HOUSE,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),99,Have not yet been home today,5,8 - 9 a.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A2,2,1,1,1,1,N,No,1962,N,No,No,No,No,No,Yes,,N,No,,,,,88,I don't know,1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,01LP_AM2,6.391304348,1,0.5,,
1111,05/15/14,Weekday,08S,8 Downtown/Redwood PNR [Southbound],S,8,Dining / coffee,STARBUCKS,1,Walked all the way (includes skateboard / non-motorized scooter),3,Business appointment,1,Walk all the way (includes skateboard / non-motorized scooter),3,6 - 7 a.m.,16,7 - 8 p.m.,4,31 - Day Pass,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1954,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,4,Not at all,1,"Less than $10,000",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,08S_AM2,4.315217391,1,0.5,,
1112,05/15/14,Weekday,10S,10 NVC/Calistoga [Southbound],S,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),3,6 - 7 a.m.,14,5 - 6 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A1,1,1,1,0,None,N,No,1961,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,10S_AM2,5.394927536,1,0.5,,
1113,05/15/14,Weekday,04LP,4 Shetler/South Napa Marketplace [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),11,Medical/dental,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,14,5 - 6 p.m.,3,20 - Ride Pass,1,Adult,N,No,N,No,N,No,N,No,N,No,N,No,A2,2,1,1,0,None,Y,Yes,1957,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,04LP_AM2,8.768115942,1,0.5,,
1114,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,12,3 - 4 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A8,8,3,3,3,3,N,No,2000,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,1,Very well,1,"Less than $10,000",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,03LP_AM2,6.366459627,1,0.5,,
1115,05/15/14,Weekday,02LP,2 Outlets/Old Sonoma/Laurel [Loop],LP,10,Social or recreational,FAMILY'S HOUSE,1,Walked all the way (includes skateboard / non-motorized scooter),8,Dining / coffee,1,Walk all the way (includes skateboard / non-motorized scooter),3,6 - 7 a.m.,9,12 - 1 p.m.,1,Cash Fare,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1954,Y,Yes,No,No,No,No,Yes,,Y,Yes,488,Hawaiian,1,Very well,1,"Less than $10,000",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,02LP_AM2,7.35326087,0,1,,
1116,05/17/14,Weekend,07LP,7 Redwood PNR/Jefferson [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),9,12 - 1 p.m.,14,5 - 6 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A4,4,3,3,0,None,Y,Yes,1994,N,No,No,No,No,No,Yes,,N,No,,,,,88,I don't know,2,Female,3,12 - 12:59 p.m.,MID,MIDDAY,07LP_MID,6.25,1,0.5,,
1117,05/15/14,Weekday,06LP,6 Redwood PNR/Sutherland [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,9,12 - 1 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A5,5,1,1,2,2,N,No,1978,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,2,Well,4,"$35,000-$39,999",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,06LP_AM2,2.420289855,0,1,,
1118,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,12,3 - 4 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A4,4,3,3,3,3,N,No,1999,Y,Yes,No,No,No,No,No,Guatamalan,Y,Yes,143,Spanish,1,Very well,1,"Less than $10,000",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,03LP_AM2,6.366459627,1,0.5,,
1119,05/15/14,Weekday,05LP,5 Alta Heights [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,2,2,1,1,N,No,1977,N,No,No,No,No,Yes,No,,Y,Yes,152,Indonesian,1,Very well,4,"$35,000-$39,999",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,05LP_AM2,8.971014493,0,1,,
1120,05/15/14,Weekday,06LP,6 Redwood PNR/Sutherland [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),11,Medical/dental,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,11,2 - 3 p.m.,3,20 - Ride Pass,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,1,1,Y,Yes,1941,N,No,No,No,No,No,Yes,,N,No,,,,,6,"$50,000-$59,999",1,Male,4,8 - 8:59 a.m.,AM2,AM PEAK,06LP_AM2,2.420289855,0,1,,
1121,05/15/14,Weekday,04LP,4 Shetler/South Napa Marketplace [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,13,4 - 5 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,2,2,0,None,Y,Yes,1954,N,No,No,No,No,No,Yes,,N,No,,,,,2,"$10,000-$24,999",2,Female,4,8 - 8:59 a.m.,AM2,AM PEAK,04LP_AM2,8.768115942,1,0.5,,
1122,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,10,1 - 2 p.m.,1,Cash Fare,3,Student,Y,Yes,N,No,Y,Yes,Y,Yes,N,No,Y,Yes,A7,7,3,3,2,2,N,No,1997,Y,Yes,Yes,No,No,No,No,Hispanic,N,No,,,,,1,"Less than $10,000",2,Female,4,8 - 8:59 a.m.,AM2,AM PEAK,03LP_AM2,6.366459627,1,0.5,,
1124,05/15/14,Weekday,05LP,5 Alta Heights [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,15,6 - 7 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A5,5,2,2,2,2,N,No,1963,N,No,No,No,No,No,Yes,,N,No,,,,,9,"$100,000-$149,999",2,Female,4,8 - 8:59 a.m.,AM2,AM PEAK,05LP_AM2,8.971014493,0,1,,
1127,05/15/14,Weekday,08N,8 Downtown/Redwood PNR [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),11,Medical/dental,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,8,11 a.m. - 12 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,N,No,N,No,N,No,N,No,A1,1,1,1,1,1,N,No,1948,N,No,No,Yes,No,No,No,,N,No,,,,,3,"$25,000-$34,999",2,Female,4,8 - 8:59 a.m.,AM2,AM PEAK,08N_AM2,9.086956522,0,1,,
1129,05/15/14,Weekday,02LP,2 Outlets/Old Sonoma/Laurel [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A3,3,3,3,1,1,Y,Yes,1970,Y,Yes,No,No,No,No,Yes,,Y,Yes,143,Spanish,1,Very well,4,"$35,000-$39,999",1,Male,4,8 - 8:59 a.m.,AM2,AM PEAK,02LP_AM2,7.35326087,0,1,,
1130,05/15/14,Weekday,06LP,6 Redwood PNR/Sutherland [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),11,Medical/dental,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,7,10 - 11 a.m.,1,Cash Fare,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1938,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",2,Female,4,8 - 8:59 a.m.,AM2,AM PEAK,06LP_AM2,2.420289855,0,1,,
1132,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,2,Work,NAPA STATE HOSPITAL,1,Walked all the way (includes skateboard / non-motorized scooter),10,Social or recreational,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,88,I don't know / I am not certain,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,Y,Yes,N,No,N,No,A1,1,1,1,1,1,Y,Yes,1989,N,No,No,No,Yes,No,No,,N,No,,,,,10,"$150,000 or more",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,03LP_AM2,6.366459627,1,0.5,,
1135,05/15/14,Weekday,06LP,6 Redwood PNR/Sutherland [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,11,2 - 3 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A6,6,4,4,2,2,N,No,1971,N,No,Yes,No,No,No,Yes,,N,No,,,,,5,"$40,000 - $49,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,06LP_AM2,2.420289855,0,1,,
1136,05/15/14,Weekday,08S,8 Downtown/Redwood PNR [Southbound],S,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),3,Business appointment,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,88,I don't know / I am not certain,1,Cash Fare,1,Adult,Y,Yes,N,No,N,No,N,No,N,No,N,No,A5,5,2,2,3,3,Y,Yes,1972,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,08S_AM2,4.315217391,0,1,,
1138,05/15/14,Weekday,05LP,5 Alta Heights [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,1,1,0,None,Y,Yes,1976,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,05LP_AM2,8.971014493,1,0.5,,
1140,05/15/14,Weekday,06LP,6 Redwood PNR/Sutherland [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,15,6 - 7 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,Y,Yes,N,No,N,No,A4,4,4,4,3,3,Y,Yes,1993,N,No,No,Yes,No,No,No,,N,No,,,,,6,"$50,000-$59,999",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,06LP_AM2,2.420289855,1,0.5,,
1141,05/15/14,Weekday,08S,8 Downtown/Redwood PNR [Southbound],S,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A6,6,2,2,1,1,N,No,1993,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,4,Not at all,2,"$10,000-$24,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,08S_AM2,4.315217391,1,0.5,,
1143,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,15,6 - 7 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A3,3,2,2,1,1,N,No,1993,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,2,Well,2,"$10,000-$24,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,03LP_AM2,6.366459627,0,1,,
1144,05/15/14,Weekday,06LP,6 Redwood PNR/Sutherland [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),3,Business appointment,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,10,1 - 2 p.m.,4,31 - Day Pass,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1933,N,No,No,No,No,No,Yes,,Y,Yes,143,Spanish,1,Very well,3,"$25,000-$34,999",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,06LP_AM2,2.420289855,0,1,,
1146,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),10,Social or recreational,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,15,6 - 7 p.m.,4,31 - Day Pass,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A5,5,2,2,1,1,Y,Yes,1961,N,No,Yes,No,No,No,Yes,,N,No,,,,,2,"$10,000-$24,999",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,03LP_AM2,6.366459627,0,1,,
1147,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),3,Business appointment,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,9,12 - 1 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,N,No,N,No,N,No,A2,2,0,None,0,None,Y,Yes,1970,N,No,No,No,No,No,Yes,,N,No,,,,,1,"Less than $10,000",1,Male,6,10 - 10:59 a.m.,MID,MIDDAY,03LP_MID,9.447204969,1,0.5,,
1148,05/15/14,Weekday,06LP,6 Redwood PNR/Sutherland [Loop],LP,11,Medical / dental,KAISER PERMANENTE,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,7,10 - 11 a.m.,1,Cash Fare,2,Senior / Disabled,Y,Yes,N,No,N,No,N,No,N,No,N,No,A2,2,2,2,1,1,Y,Yes,1948,N,No,No,No,No,No,Yes,,Y,Yes,84,Dutch,1,Very well,8,"$75,000-$99,999",2,Female,6,10 - 10:59 a.m.,MID,MIDDAY,06LP_MID,8.68115942,0,1,,
